"id","name","url","address","facility_type","license_type","capacity","ages"
921,"Greenwood School Age Program","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16939;search_require_client_code-2106=1;search_require_client_code-2101=1","13460 Woodside LaneNEWPORT NEWS, VA  23608","Child Day Center","Two Year","120","5 years-12 years11 months"
922,"Greer Elementary EDEP","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42120;search_require_client_code-2106=1;search_require_client_code-2101=1","190 Lambs LaneCHARLOTTESVILLE, VA  22901","Child Day Center","Two Year","90","4 years-11 years11 months"
923,"Griffin Yeates Center Head Start, Operated by York County","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10398;search_require_client_code-2106=1;search_require_client_code-2101=1","1490 Government RoadWILLIAMSBURG, VA  23185","Child Day Center","Two Year","75","3 years-5 years11 months"
924,"Groomed for Greatness Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42488;search_require_client_code-2106=1;search_require_client_code-2101=1","3624 Sewells Point RoadNORFOLK, VA  23513","Child Day Center","Two Year","17","1 month-12 years11 months"
925,"Growing Kids Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41573;search_require_client_code-2106=1;search_require_client_code-2101=1","9807 Jefferson Davis HighwayFREDERICKSBURG, VA  22407","Child Day Center","Two Year","240","1 month-12 years11 months"
926,"Growing Up at Obici","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25645;search_require_client_code-2106=1;search_require_client_code-2101=1","2802 Godwin BoulevardSUFFOLK, VA  23434","Child Day Center","Two Year","120","1 month-12 years"
927,"Growing Years Daycare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40403;search_require_client_code-2106=1;search_require_client_code-2101=1","2102 (A&B;) Hardy RoadVINTON, VA  24179","Child Day Center","Two Year","32","1 month-12 years11 months"
928,"Gum Springs Head Start Children\'s Ctr.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18925;search_require_client_code-2106=1;search_require_client_code-2101=1","8100 Fordson RoadALEXANDRIA, VA  22306","Child Day Center","Two Year","160","2 years6 months-5 years11 months"
929,"HANDS Daycare, Inc","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40556;search_require_client_code-2106=1;search_require_client_code-2101=1","14301 Braddock RoadCENTREVILLE, VA  20120","Child Day Center","Two Year","70","1 year-12 years11 months"
930,"HRCAP Aberdeen PreK Initiative","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=30618;search_require_client_code-2106=1;search_require_client_code-2101=1","1424 Aberdeen RoadHAMPTON, VA  23666","Child Day Center","Two Year","50","4 years-5 years11 months"
931,"Ha\'penny Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36814;search_require_client_code-2106=1;search_require_client_code-2101=1","20854 Stubble RoadASHBURN, VA  20147","Child Day Center","Two Year","177","2 months-9 years11 months"
932,"Hallwood Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23598;search_require_client_code-2106=1;search_require_client_code-2101=1","28281 Main StreetHALLWOOD, VA  23359","Child Day Center","Two Year","82","3 years-5 years"
933,"Hampton Avenue Head Start/Early Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=26357;search_require_client_code-2106=1;search_require_client_code-2101=1","610 Hampton AvenueNEWPORT NEWS, VA  23607","Child Day Center","Two Year","140","Birth-5 years11 months"
934,"Hampton Family YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15547;search_require_client_code-2106=1;search_require_client_code-2101=1","1 YMCA WayHAMPTON, VA  23669","Child Day Center","Two Year","260","4 years9 months-12 years11 months"
935,"Hampton Roads Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35247;search_require_client_code-2106=1;search_require_client_code-2101=1","739 Academy LaneNEWPORT NEWS, VA  23602","Child Day Center","Two Year","200","3 years-12 years11 months"
936,"Hampton Roads International Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38127;search_require_client_code-2106=1;search_require_client_code-2101=1","11790 Jefferson Avenue, Suite 200NEWPORT NEWS, VA  23606","Child Day Center","Two Year","155","1 year4 months-12 years11 months"
937,"Hampton University  Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21444;search_require_client_code-2106=1;search_require_client_code-2101=1","50 E. Tyler StreetHampton UniversityEva C. Mitchell HallHAMPTON, VA  23668","Child Day Center","Two Year","76","2 years6 months-5 years11 months"
938,"Haney - Ripley Child Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37301;search_require_client_code-2106=1;search_require_client_code-2101=1","72 Lambs LaneSTANARDSVILLE, VA  22973","Child Day Center","Two Year","125","2 years-12 years11 months"
939,"Hanover Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8843;search_require_client_code-2106=1;search_require_client_code-2101=1","117 Frances RoadASHLAND, VA  23005","Child Day Center","Two Year","110","2 years-12 years11 months"
940,"Happy Daycare Early Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37194;search_require_client_code-2106=1;search_require_client_code-2101=1","7441 Tidewater DriveNORFOLK, VA  23505","Child Day Center","Two Year","35","1 month-12 years11 months"
941,"Happy Daycare Early Learning Center II","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42269;search_require_client_code-2106=1;search_require_client_code-2101=1","2548 Virginia Beach BoulevardVIRGINIA BEACH, VA  23452","Child Day Center","Two Year","71","1 month-12 years"
942,"Happy Faces Daycare, Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23381;search_require_client_code-2106=1;search_require_client_code-2101=1","13923 Braddock RoadCENTREVILLE, VA  20120","Child Day Center","Two Year","84","1 month-12 years11 months"
943,"Happy Feet Early Learning and Child Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40457;search_require_client_code-2106=1;search_require_client_code-2101=1","37 Ellsworth StreetMARTINSVILLE, VA  24112","Child Day Center","Two Year","39","1 month-12 years11 months"
944,"Happy Hearts Child Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35155;search_require_client_code-2106=1;search_require_client_code-2101=1","711 Orby Cantrell HwyBIG STONE GAP, VA  24219","Child Day Center","Two Year","33","Birth-12 years11 months"
945,"Happy Hearts Children\'s Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39481;search_require_client_code-2106=1;search_require_client_code-2101=1","2730 Centreville RoadHERNDON, VA  20171","Child Day Center","Two Year","80","1 month-12 years11 months"
946,"Happy Home Christian Leadership Academy for Early Learners Inc","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15982;search_require_client_code-2106=1;search_require_client_code-2101=1","5001 Seminary RoadSuite 109ALEXANDRIA, VA  22311","Child Day Center","Two Year","53","1 year-5 years11 months"
947,"Happy Hours Day Care, LLC.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22493;search_require_client_code-2106=1;search_require_client_code-2101=1","325 Nutley StreetVIENNA, VA  22180","Child Day Center","Two Year","45","Birth-12 years11 months"
948,"Happyland Day Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8923;search_require_client_code-2106=1;search_require_client_code-2101=1","1227 Translyvania AvenueCHESAPEAKE, VA  23324","Child Day Center","Two Year","75","2 years6 months-10 years11 months"
949,"Hardy Elem. School-Age Child Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15624;search_require_client_code-2106=1;search_require_client_code-2101=1","9311 Hardy CircleSMITHFIELD, VA  23430","Child Day Center","Two Year","75","4 years-12 years11 months"
950,"Hare Valley Head Start","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35945;search_require_client_code-2106=1;search_require_client_code-2101=1","5432 Bayside RoadEXMORE, VA  23350","Child Day Center","Two Year","100","3 years-5 years11 months"
951,"Harrisonburg Rockingham Child Day Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36894;search_require_client_code-2106=1;search_require_client_code-2101=1","281 East Market StreetHARRISONBURG, VA  22801","Child Day Center","Two Year","111","2 years-12 years11 months"
952,"Harvest Child Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38578;search_require_client_code-2106=1;search_require_client_code-2101=1","1017 W. Washington StreetPETERSBURG, VA  23803","Child Day Center","Two Year","162","Birth-12 years11 months"
953,"Harvest of Little Seeds Daycare","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41108;search_require_client_code-2106=1;search_require_client_code-2101=1","8197 Courthouse RoadLOUISA, VA  23093","Child Day Center","Two Year","18","2 years-12 years11 months"
954,"Hatched LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44033;search_require_client_code-2106=1;search_require_client_code-2101=1","516B Albemarle DriveCHESAPEAKE, VA  23322","Child Day Center","Conditional","25","1 month-12 years11 months"
955,"Hatcher Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8090;search_require_client_code-2106=1;search_require_client_code-2101=1","2300 Dumbarton RoadHENRICO, VA  23228","Child Day Center","","175","1 month-12 years11 months"
956,"Haygood KinderCare   #940","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9085;search_require_client_code-2106=1;search_require_client_code-2101=1","4621 Crossborough Rd.VIRGINIA BEACH, VA  23455","Child Day Center","Two Year","99","1 month-12 years11 months"
957,"Haysi Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23626;search_require_client_code-2106=1;search_require_client_code-2101=1","183 Main StreetHAYSI, VA  24256","Child Day Center","Two Year","20","2 years6 months-5 years11 months"
958,"Hazelwild Country Day School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=8714;search_require_client_code-2106=1;search_require_client_code-2101=1","5325 Harrison RoadFREDERICKSBURG, VA  22407","Child Day Center","Two Year","300","2 years6 months-12 years11 months"
959,"Head Start at James River","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18618;search_require_client_code-2106=1;search_require_client_code-2101=1","8901 Pocahontas TrailWILLIAMSBURG, VA  23185","Child Day Center","Two Year","39","3 years-5 years11 months"
960,"Head Start at Norge","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=20862;search_require_client_code-2106=1;search_require_client_code-2101=1","7311 Richmond RoadWILLIAMSBURG, VA  23188","Child Day Center","Two Year","39","3 years-5 years11 months"
961,"Hearthstone School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25413;search_require_client_code-2106=1;search_require_client_code-2101=1","11576 Lee HighwaySPERRYVILLE, VA  22740","Child Day Center","Two Year","22","2 years-6 years11 months"
962,"Hearts and Hands Early Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44185;search_require_client_code-2106=1;search_require_client_code-2101=1","305 Gristmill DriveFOREST, VA  24551","Child Day Center","Conditional","175","1 month-12 years11 months"
963,"Heather\'s Kids, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44177;search_require_client_code-2106=1;search_require_client_code-2101=1","5 North BerlinLOVETTSVILLE, VA  20180","Child Day Center","Conditional","19","Birth-5 years11 months"
964,"Heaven Sent Child Care, LLC","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41110;search_require_client_code-2106=1;search_require_client_code-2101=1","4897 Finlay StreetHENRICO, VA  23231","Child Day Center","Provisional","60","1 month-12 years11 months"
965,"Heavenly Playhouse Childcare Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43842;search_require_client_code-2106=1;search_require_client_code-2101=1","10613 Patterson AvenueHENRICO, VA  23238","Child Day Center","Two Year","97","1 month-12 years11 months"
966,"Henrico  Police Athletic League - Harvie","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44010;search_require_client_code-2106=1;search_require_client_code-2101=1","3401 Harvie RoadHENRICO, VA  23223","Child Day Center","Conditional","150","4 years11 months-12 years11 months"
967,"Henrico Police Athletic League - Chamberlayne","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44011;search_require_client_code-2106=1;search_require_client_code-2101=1","8200 Saint Charles RoadRICHMOND, VA  23227","Child Day Center","Conditional","140","4 years11 months-12 years11 months"
968,"Henrico Police Athletic League-Baker","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44009;search_require_client_code-2106=1;search_require_client_code-2101=1","6651 Willson RoadHENRICO, VA  23231","Child Day Center","Conditional","140","4 years11 months-12 years11 months"
969,"Heritage Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38424;search_require_client_code-2106=1;search_require_client_code-2101=1","1461 Dry Fork RoadDRY FORK, VA  24549","Child Day Center","Two Year","18","2 years6 months-5 years11 months"
970,"Heritage Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21669;search_require_client_code-2106=1;search_require_client_code-2101=1","224 Mosby RoadBERRYVILLE, VA  22611","Child Day Center","Two Year","110","1 month-12 years11 months"
971,"Heritage Child Development Center - The Clubhouse","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24907;search_require_client_code-2106=1;search_require_client_code-2101=1","1065 W. Main StreetBERRYVILLE, VA  22611","Child Day Center","Two Year","59","5 years-12 years11 months"
972,"Herndon Children\'s Center, Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=12457;search_require_client_code-2106=1;search_require_client_code-2101=1","530 Huntmar Park Drive, Suite 800BHERNDON, VA  20170","Child Day Center","Two Year","134","3 months-8 years11 months"
973,"Herndon Community Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17474;search_require_client_code-2106=1;search_require_client_code-2101=1","814 Ferndale AvenueHERNDON, VA  20170","Child Day Center","Two Year","20","3 years-5 years11 months"
